Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,RELIANCE.NS,ONGC.NS,TATAPOWER.NS,ADANIGREEN.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS
2023-10-25,3157.2763671875,1289.8812255859375,178.59234619140625,1134.820068359375,1120.6802978515625,158.9235382080078,234.2303009033203,876.1500244140625,1093.0548095703125,1089.369140625,1135.5877685546875,3406.93115234375
2023-10-26,3107.59033203125,1279.901611328125,176.90859985351562,1137.4056396484375,1105.0709228515625,155.94935607910156,231.9542999267578,848.1500244140625,1076.8583984375,1071.2125244140625,1129.1123046875,3370.274169921875
2023-10-27,3120.814697265625,1299.57861328125,178.82620239257812,1171.4775390625,1124.5765380859375,159.26834106445312,235.66517639160156,870.9000244140625,1084.273681640625,1066.34228515625,1152.0703125,3375.765380859375
2023-10-30,3146.519775390625,1296.4716796875,178.66250610351562,1167.830322265625,1147.7548828125,162.75975036621094,236.6052703857422,915.25,1088.0787353515625,1056.07861328125,1170.90771484375,3367.305908203125
2023-10-31,3137.392578125,1288.327880859375,178.56893920898438,1178.218505859375,1135.5452880859375,160.4752655029297,236.8526611328125,911.6500244140625,1062.1256103515625,1060.4647216796875,1177.3341064453125,3352.415771484375
2023-11-01,3101.9091796875,1274.91162109375,178.17141723632812,1162.474853515625,1140.2603759765625,160.9494171142578,234.42820739746094,880.25,1089.054443359375,1056.2960205078125,1178.5604248046875,3310.564208984375
2023-11-02,3129.3369140625,1289.975341796875,179.43418884277344,1175.81787109375,1151.57666015625,160.5183563232422,242.24578857421875,892.0999755859375,1105.2994384765625,1054.725341796875,1185.6734619140625,3308.239013671875
2023-11-03,3120.768798828125,1307.76953125,179.38743591308594,1169.215576171875,1151.3284912109375,163.79425048828125,242.04788208007812,902.7000122070312,1113.3489990234375,1039.818603515625,1183.56396484375,3315.164794921875
2023-11-06,3148.1025390625,1321.1856689453125,179.9019012451172,1172.401123046875,1160.9075927734375,166.63909912109375,246.94622802734375,926.5,1122.032470703125,1054.646240234375,1181.3565673828125,3469.51025390625
2023-11-07,3138.975830078125,1322.127197265625,179.27049255371094,1176.325439453125,1153.3634033203125,166.55288696289062,247.19361877441406,932.1500244140625,1142.4730224609375,1067.7352294921875,1193.4732666015625,3444.478759765625
